@relation train_playmethod_class1_class2_V2

@attribute temporalCentroid numeric
@attribute LogSpecCentroid numeric
@attribute LogSpecSpread numeric
@attribute Energy numeric
@attribute ZeroCrossings numeric
@attribute SpecCentroid numeric
@attribute SpecSpread numeric
@attribute Rolloff numeric
@attribute Flux numeric
@attribute bandsCoefSum numeric
@attribute prjmin numeric
@attribute prjmax numeric
@attribute prjsum numeric
@attribute prjdis numeric
@attribute prjstd numeric
@attribute LogAttackTime numeric
@attribute playmethod {blown,string,struck_Hrm}
@attribute class1 {aerophone,chordophone}
@attribute class2 {aero_single-reed,chrd_composite,aero_lip-vibrated,chrd_simple,aero_double-reed,aero_free-reed,aero_side}
@attribute mix1_instrument {TenorSaxophone,ElectricGuitar,DTrumpet,TenorTrombone,Violin,CTrumpet,B-flatclarinet,Piano,DoubleBass,Oboe,Accordian}

@data
1.391502,-0.790112,1.369692,0.006103,180,413.3399,321.684,780.5786,0,376.6567,-0.999676,0.009604,-0.030843,33.95453,0.171323,-0.2911,blown,aerophone,aero_lip-vibrated,CTrumpet
1.299325,-0.279293,0.998119,-0.004616,375,521.5387,368.5477,1041.669,0,370.2869,-0.997826,0.05016,-0.028125,37.2332,0.171791,0.098797,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.396315,-0.449957,0.950125,0.008945,234,466.4414,384.214,656.7627,0,351.71,-0.997888,0.059892,-0.028182,36.07142,0.171781,-0.095031,blown,aerophone,aero_single-reed,TenorSaxophone
1.045776,-0.467998,1.074084,0.001515,232,455.9786,270.2978,654.071,0,357.7178,-0.998954,0.020746,-0.029926,36.07454,0.171486,0.204729,blown,aerophone,aero_double-reed,Oboe
1.523245,-0.57403,1.27456,0.001992,185,458.7003,333.7461,785.9619,0,397.9858,-0.999414,0.02033,-0.028324,34.90885,0.171758,-0.237643,blown,aerophone,aero_lip-vibrated,CTrumpet
1.390276,0.31127,1.061654,0.004943,328,741.0895,381.7531,1176.251,0,373.5175,-0.998671,0.031767,-0.027482,35.9316,0.171895,-0.231911,blown,aerophone,aero_lip-vibrated,CTrumpet
1.273139,-0.559582,1.256804,0.00178,246,491.3765,463.6438,783.2703,0,286.6289,-0.996749,0.066162,-0.030939,37.93997,0.171306,-0.152125,string,chordophone,chrd_composite,DoubleBass
1.445637,-0.142924,0.987967,-0.00565,217,577.5349,444.9244,1173.56,0.000002,318.5735,-0.997414,0.064755,-0.027988,36.57291,0.171813,0.313422,blown,aerophone,aero_single-reed,TenorSaxophone
1.239341,-0.703583,1.375272,-0.002678,181,491.9784,531.1366,785.9619,0.000004,238.2854,-0.997372,0.057609,-0.028085,37.50783,0.171797,-0.161794,string,chordophone,chrd_composite,DoubleBass
1.295816,-0.348886,1.228278,-0.001949,280,554.2961,501.9669,783.2703,0.000003,245.1818,-0.996042,0.07845,-0.028843,38.08941,0.171672,-0.00766,string,chordophone,chrd_composite,DoubleBass
1.021142,-0.081119,0.825412,0.007255,292,537.0794,231.0376,656.7627,0,366.4301,-0.999465,0.005588,-0.030955,34.4034,0.171303,0.08522,blown,aerophone,aero_double-reed,Oboe
1.810818,-1.547581,0.614414,0.008492,121,189.9054,100.6721,261.0901,0,451.6522,-0.998887,0.032647,-0.029171,35.77216,0.171616,-0.342021,string,chordophone,chrd_composite,ElectricGuitar
1.071612,0.023224,1.178978,-0.00783,283,674.6242,509.4431,845.1782,0.000003,248.1045,-0.997525,0.042062,-0.028728,37.99788,0.171691,-0.276282,blown,aerophone,aero_free-reed,Accordian
1.523245,0.067201,1.169064,-0.004899,213,616.8838,270.2333,791.3452,0,468.4441,-0.989739,0.016614,-0.035505,39.89309,0.170418,-0.237643,blown,aerophone,aero_lip-vibrated,CTrumpet
1.810818,-1.307601,0.70895,0.001282,126,229.473,123.8408,390.2893,0,401.3334,-0.999276,0.016553,-0.031574,34.64218,0.17119,-0.342021,string,chordophone,chrd_composite,ElectricGuitar
1.519636,-0.164959,1.149149,-0.005138,216,571.0078,389.9136,915.1611,0,352.387,-0.998121,0.020064,-0.031671,37.13428,0.171172,-0.237643,blown,aerophone,aero_lip-vibrated,CTrumpet
1.073246,-0.534643,1.290358,-0.001608,250,515.5338,515.0241,783.2703,0.000007,235.378,-0.997052,0.06232,-0.028804,37.5549,0.171678,-0.276282,blown,aerophone,aero_free-reed,Accordian
1.771543,-1.615411,0.843079,0.001757,95,214.0466,247.5497,255.7068,0,333.8407,-0.998572,0.030885,-0.028487,36.5658,0.171731,-0.024803,blown,aerophone,aero_single-reed,B-flatclarinet
1.22923,-0.174575,0.990667,-0.002605,188,567.5686,442.4237,1170.868,0.000001,311.6476,-0.99933,0.027827,-0.029974,34.78226,0.171478,-0.20188,blown,aerophone,aero_single-reed,TenorSaxophone
0.952899,-1.206858,1.087715,0.006046,207,307.7908,318.0045,654.071,0.000017,320.6716,-0.998462,0.034855,-0.029153,36.69465,0.171619,-0.155578,string,chordophone,chrd_composite,Violin
0.966139,-2.169565,0.914208,-0.001866,62,135.4543,94.99721,258.3984,0,425.2836,-0.99128,0.013599,-0.033837,38.88662,0.170758,-0.669145,struck_Hrm,chordophone,chrd_simple,Piano
1.239341,-0.421722,1.250045,-0.004348,257,538.5726,510.2744,785.9619,0.000004,244.7708,-0.996491,0.074497,-0.0252,37.38841,0.172244,-0.161794,string,chordophone,chrd_composite,DoubleBass
1.390276,0.024395,1.145259,0.003904,244,616.0927,308.7609,912.4695,0,402.2098,-0.999423,0.021638,-0.030348,34.88784,0.171412,-0.231911,blown,aerophone,aero_lip-vibrated,CTrumpet
1.071612,-0.635442,1.261652,-0.000287,229,473.606,480.3931,780.5786,0.000045,229.0165,-0.99718,0.042565,-0.031374,38.70292,0.171227,-0.276282,blown,aerophone,aero_free-reed,Accordian
1.018828,-0.498896,0.704677,0.004283,220,392.8728,177.3519,522.1802,0,392.8765,-0.999558,0.014492,-0.029867,34.53205,0.171496,0.069723,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.388541,-0.124982,1.307815,0.000572,263,612.7411,396.0143,1036.285,0,362.3219,-0.999395,0.022116,-0.029046,34.78961,0.171637,-0.32253,blown,aerophone,aero_lip-vibrated,CTrumpet
1.512944,-1.375467,1.059604,0.004769,113,276.8387,309.299,648.6877,0.00001,338.7308,-0.999469,0.01063,-0.030555,35.01004,0.171375,0.054358,blown,aerophone,aero_single-reed,B-flatclarinet
0.705387,-1.745498,1.172186,0.000021,114,197.3614,136.9313,261.0901,0,406.7633,-0.993086,0.016174,-0.033349,37.78368,0.170853,-0.696319,struck_Hrm,chordophone,chrd_simple,Piano
1.018828,-0.48306,0.714334,0.007533,233,399.6506,195.5055,522.1802,0,373.8834,-0.999613,0.011043,-0.03103,34.18111,0.17129,0.069723,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.906808,-1.1988,1.130942,-0.009336,209,313.8221,316.5326,654.071,0,380.1435,-0.999454,0.013404,-0.029907,35.07989,0.171489,-0.022712,blown,aerophone,aero_single-reed,B-flatclarinet
1.390276,0.193825,1.143044,0.000895,279,704.8361,389.3512,1049.744,0,372.0802,-0.999306,0.028559,-0.028656,34.91398,0.171703,-0.231911,blown,aerophone,aero_lip-vibrated,CTrumpet
1.512944,-0.056759,1.04289,-0.002244,284,596.7464,353.5705,915.1611,0,370.4078,-0.998893,0.032311,-0.029815,35.85308,0.171505,0.054358,blown,aerophone,aero_single-reed,B-flatclarinet
1.906808,-1.185858,1.114339,-0.003987,151,307.09,285.3413,651.3794,0,418.5202,-0.998565,0.011063,-0.031671,35.57547,0.171172,-0.022712,blown,aerophone,aero_single-reed,B-flatclarinet
1.799928,-1.561855,0.606603,0.001631,79,187.6553,99.11075,261.0901,0,452.0628,-0.998903,0.035152,-0.028607,35.49786,0.171711,-0.342086,string,chordophone,chrd_composite,ElectricGuitar
0.705387,-2.084445,2.515519,0.004864,126,224.0184,147.5639,261.0901,0,531.5158,-0.996631,0.075234,-0.030074,36.85507,0.17146,-0.696319,struck_Hrm,chordophone,chrd_simple,Piano
1.132893,-1.239675,0.725378,-0.002988,126,241.3727,130.3384,390.2893,0,392.8074,-0.9994,0.01174,-0.031135,34.14691,0.171271,-0.712472,string,chordophone,chrd_composite,ElectricGuitar
1.917447,-1.344271,1.034195,-0.003087,111,273.8972,284.2317,645.9961,0,371.4107,-0.999562,0.013293,-0.029899,34.8778,0.171491,-0.022712,blown,aerophone,aero_single-reed,B-flatclarinet
1.523245,-0.514543,1.123867,0.000613,229,450.0242,312.3069,783.2703,0,397.3477,-0.999427,0.023842,-0.028869,34.8321,0.171667,-0.237643,blown,aerophone,aero_lip-vibrated,CTrumpet
1.448017,0.099641,0.9925,-0.004616,266,675.4562,478.3743,1302.759,0,320.7111,-0.994816,0.086895,-0.023713,38.54128,0.172455,0.321853,blown,aerophone,aero_single-reed,TenorSaxophone
1.330722,-0.829546,1.379852,-0.005656,196,415.2266,352.0912,783.2703,0,363.5681,-0.99981,0.004747,-0.031037,33.47317,0.171289,-0.35427,blown,aerophone,aero_lip-vibrated,CTrumpet
1.512944,-1.532749,0.919845,0.006069,132,235.0546,276.9751,258.3984,0.000004,334.2554,-0.999235,0.019257,-0.03149,35.5598,0.171206,0.054358,blown,aerophone,aero_single-reed,B-flatclarinet
0.978184,-1.740311,0.572035,-0.001421,63,168.7863,130.4971,131.8909,0.000001,380.8374,-0.994838,0.008993,-0.034904,37.60458,0.170542,-0.071555,string,chordophone,chrd_composite,Violin
1.679426,-0.93426,0.665026,-0.003409,153,295.3799,193.3917,261.0901,0,386.1684,-0.999431,0.012431,-0.030446,34.87567,0.171395,0.297961,blown,aerophone,aero_single-reed,TenorSaxophone
0.993458,-0.300703,1.271287,0.004923,323,585.9872,535.2656,909.7778,0.00001,238.7323,-0.998667,0.019483,-0.030492,36.46494,0.171386,-0.334808,blown,aerophone,aero_free-reed,Accordian
1.46164,-0.99331,1.097212,0.002729,251,347.9113,323.8528,777.887,0.000004,337.3792,-0.999597,0.010321,-0.029631,34.70541,0.171537,-0.023366,blown,aerophone,aero_single-reed,B-flatclarinet
1.388541,-0.533381,1.330227,-0.003057,247,475.1806,334.1108,783.2703,0,385.937,-0.999508,0.011965,-0.030878,34.02368,0.171317,-0.32253,blown,aerophone,aero_lip-vibrated,CTrumpet
0.991586,-0.319603,0.706695,0.004039,229,446.5343,220.5612,524.8718,0,377.8666,-0.999551,0.016582,-0.030302,34.70628,0.17142,0.083249,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.52806,-0.883495,1.143491,0.006692,152,362.7033,291.8227,777.887,0,386.5676,-0.999369,0.025706,-0.030825,34.73186,0.171327,-0.231911,blown,aerophone,aero_lip-vibrated,CTrumpet
1.012393,-0.353613,0.709244,-0.006927,241,435.7287,214.2246,522.1802,0,349.8762,-0.999127,0.017609,-0.030044,35.07696,0.171465,0.098561,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.073246,-0.106639,1.117217,-0.002461,250,620.2946,527.7048,785.9619,0.000007,247.2112,-0.996615,0.051611,-0.026717,38.66251,0.172015,-0.276282,blown,aerophone,aero_free-reed,Accordian
1.075736,-0.222401,1.26251,0.001727,295,612.9404,548.6065,912.4695,0.00001,239.1745,-0.997879,0.053462,-0.027144,37.03461,0.171948,-0.276282,blown,aerophone,aero_free-reed,Accordian
1.027577,-0.599215,0.870768,0.00053,253,389.8093,234.7138,645.9961,0,392.678,-0.997895,0.019569,-0.031153,36.20417,0.171267,0.227624,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.512944,-1.046976,1.178072,-0.003869,236,355.2568,363.1567,904.3945,0.000001,359.1182,-0.99758,0.053052,-0.02841,37.26611,0.171744,0.054358,blown,aerophone,aero_single-reed,B-flatclarinet
1.018828,-0.8445,0.659538,-0.004589,134,306.0179,131.2012,387.5977,0,421.1705,-0.997718,0.022446,-0.031445,36.02006,0.171214,0.069723,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.679426,-0.825373,0.691054,-0.002389,126,322.3031,216.6072,392.981,0,376.3747,-0.999269,0.015176,-0.030402,34.84832,0.171402,0.297961,blown,aerophone,aero_single-reed,TenorSaxophone
1.075736,-0.669724,1.335467,-0.003712,172,492.183,529.1983,785.9619,0.000007,225.6388,-0.997993,0.036537,-0.030069,37.44806,0.171461,-0.276282,blown,aerophone,aero_free-reed,Accordian
1.388541,-0.411886,1.306639,-0.005549,215,501.8138,327.6994,783.2703,0,387.4856,-0.99958,0.011798,-0.030575,34.21741,0.171372,-0.32253,blown,aerophone,aero_lip-vibrated,CTrumpet
1.071612,-0.719006,1.227168,-0.001312,195,435.6502,399.8591,769.812,0.000027,283.9435,-0.978198,0.070412,-0.035116,43.94431,0.170499,-0.276282,string,chordophone,chrd_composite,DoubleBass
1.615083,-1.287958,0.75435,0.004021,63,241.8491,187.249,261.0901,0,367.2002,-0.999373,0.016668,-0.031827,34.54319,0.171143,0.0975,blown,aerophone,aero_single-reed,TenorSaxophone
1.045776,0.00629,0.779935,0.001535,302,562.8454,234.7453,777.887,0,357.2864,-0.999146,0.03235,-0.028727,35.21199,0.171691,0.204729,blown,aerophone,aero_double-reed,Oboe
1.388541,-0.385692,1.369894,0.003956,236,522.1583,342.4601,785.9619,0,388.0406,-0.999637,0.00673,-0.030861,34.18565,0.17132,-0.32253,blown,aerophone,aero_lip-vibrated,CTrumpet
0.991586,-0.233059,0.763449,0.008031,237,488.6453,301.6404,524.8718,0.000001,363.507,-0.999759,0.014999,-0.029423,33.81344,0.171573,0.083249,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.396315,-0.045611,0.893282,0.00289,128,594.0642,424.4576,1170.868,0,367.7228,-0.99674,0.057968,-0.029339,37.60197,0.171587,-0.095031,blown,aerophone,aero_single-reed,TenorSaxophone
1.071612,-0.64762,1.23301,0.007873,229,463.4873,469.0664,780.5786,0.000011,226.2515,-0.99814,0.026123,-0.030814,37.59192,0.171329,-0.276282,blown,aerophone,aero_free-reed,Accordian
1.535154,-0.278543,1.386095,-0.00259,238,587.1944,432.2027,1044.36,0,352.2038,-0.998407,0.02172,-0.033073,35.86059,0.170907,-0.298967,blown,aerophone,aero_lip-vibrated,CTrumpet
1.067843,-1.456472,0.738373,0.001163,85,213.2471,154.0356,390.2893,0.000133,293.8514,-0.9924,0.052307,-0.031021,39.40983,0.171291,-0.414578,string,chordophone,chrd_composite,ElectricGuitar
1.239341,-0.135912,1.227681,0.001991,289,624.9864,507.7324,785.9619,0.000002,252.3087,-0.996787,0.055589,-0.028206,38.46303,0.171777,-0.161794,string,chordophone,chrd_composite,DoubleBass
0.991586,-0.163849,0.629036,-0.005949,250,487.0831,225.9224,522.1802,0,364.6141,-0.999557,0.013477,-0.030409,34.42455,0.171401,0.083249,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.526102,-0.964602,1.130035,-0.005976,204,346.0505,290.1932,780.5786,0,379.2849,-0.999248,0.03294,-0.029839,34.8577,0.171501,-0.312404,blown,aerophone,aero_lip-vibrated,CTrumpet
1.549887,-0.711103,1.195774,0.001818,250,424.309,364.3337,785.9619,0,356.1455,-0.99834,0.029698,-0.031682,36.35637,0.17117,-0.253451,blown,aerophone,aero_lip-vibrated,CTrumpet
1.073246,-0.292192,1.233855,-0.00291,285,576.1812,513.4949,785.9619,0.000008,239.1127,-0.997955,0.045921,-0.027709,37.49807,0.171858,-0.276282,blown,aerophone,aero_free-reed,Accordian
0.873166,-2.350958,0.774454,0.003712,62,113.4411,72.26191,131.8909,0,409.0886,-0.990191,0.022591,-0.033349,39.42019,0.170853,-0.669145,struck_Hrm,chordophone,chrd_simple,Piano
1.002778,-0.272006,0.789617,0.007357,248,481.9083,312.9247,524.8718,0.000001,379.4769,-0.999369,0.024177,-0.029236,34.85508,0.171605,0.093207,blown,aerophone,aero_lip-vibrated,TenorTrombone
0.999821,-0.355429,1.049864,0.006467,253,487.7697,296.1204,654.071,161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,326.0148,-0.993388,0.011633,-0.035058,38.5105,0.170511,0.055009,blown,aerophone,aero_double-reed,Oboe
1.536829,-1.042384,1.089707,0.0042,152,329.7307,303.1035,524.8718,0,349.6898,-0.999282,0.023928,-0.030895,35.09096,0.171314,-0.252393,blown,aerophone,aero_lip-vibrated,CTrumpet
1.67324,-0.74954,0.675845,0.007619,125,339.6491,227.724,519.4885,0,391.9103,-0.999373,0.028907,-0.029069,34.46804,0.171633,0.365883,blown,aerophone,aero_single-reed,TenorSaxophone
1.633609,-1.332536,0.746729,-0.002227,63,234.0612,183.082,261.0901,0,367.9397,-0.999278,0.028566,-0.030224,34.83395,0.171434,0.092157,blown,aerophone,aero_single-reed,TenorSaxophone
1.040175,-0.572663,0.722889,0.001849,247,376.5489,182.0068,519.4885,0,380.9323,-0.999432,0.021361,-0.029739,34.7524,0.171519,0.218593,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.032484,-0.111987,0.821753,-0.001303,289,524.4954,218.81,654.071,0,378.2141,-0.999474,0.004681,-0.032631,34.68196,0.170992,0.08522,blown,aerophone,aero_double-reed,Oboe
1.073246,-0.737504,1.223333,-0.004494,225,430.2814,397.7339,656.7627,0.000028,283.4476,-0.97891,0.075809,-0.034901,44.48694,0.170543,-0.276282,blown,aerophone,aero_free-reed,Accordian
0.998665,-0.236924,0.733749,0.00193,227,471.2548,219.0145,524.8718,0.000001,400.3885,-0.998511,0.021671,-0.031772,35.85897,0.171154,0.079501,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.526102,-0.849621,1.079137,0.006168,145,367.3811,308.9372,648.6877,0,367.7856,-0.999327,0.028955,-0.029068,34.89917,0.171633,-0.312404,blown,aerophone,aero_lip-vibrated,CTrumpet
1.394951,-0.012713,1.20815,-0.002473,231,611.7466,318.5278,912.4695,0,398.0462,-0.999697,0.006,-0.031501,34.0715,0.171204,-0.240255,blown,aerophone,aero_lip-vibrated,CTrumpet
1.121035,-1.072268,0.822171,-0.004177,126,284.1839,215.0105,392.981,161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,271.969,-0.990426,0.064724,-0.029731,41.60122,0.17152,-0.580055,string,chordophone,chrd_composite,ElectricGuitar
0.79522,-2.402504,0.683543,-0.006844,55,106.4402,61.12318,129.1992,0,387.708,-0.989965,0.029077,-0.033599,39.63386,0.170804,-0.696172,struck_Hrm,chordophone,chrd_simple,Piano
1.512944,-1.446917,0.975285,-0.001325,133,254.2661,293.1867,387.5977,0.000002,336.2616,-0.9993,0.017095,-0.031146,35.47894,0.171269,0.054358,blown,aerophone,aero_single-reed,B-flatclarinet
1.330722,-0.661713,1.438692,-0.000519,186,479.7746,412.5135,915.1611,0,342.5478,-0.999145,0.031641,-0.028185,34.99948,0.171781,-0.35427,blown,aerophone,aero_lip-vibrated,CTrumpet
1.003858,-2.196955,2.650581,0.001137,140,231.1343,183.9535,261.0901,0,533.4011,-0.998216,0.052738,-0.029026,35.94763,0.171641,-0.669145,struck_Hrm,chordophone,chrd_simple,Piano
1.273139,-0.959249,1.170151,-0.003111,184,378.2486,428.4056,654.071,0,272.4609,-0.997693,0.043751,-0.026666,37.59598,0.172023,-0.152125,string,chordophone,chrd_composite,DoubleBass
1.299325,-0.32371,0.918821,-0.002387,327,486.4042,316.9381,904.3945,0,364.4182,-0.998636,0.048085,-0.028578,35.26901,0.171716,0.098797,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.041239,-0.541946,0.716841,-0.006244,214,383.2039,175.3565,519.4885,0,395.8952,-0.99967,0.006665,-0.031267,34.01932,0.171247,0.218611,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.073246,-0.637964,1.233786,0.004404,229,466.282,470.3548,780.5786,0.000009,226.4544,-0.998032,0.029171,-0.031468,37.582,0.17121,-0.276282,blown,aerophone,aero_free-reed,Accordian
1.041239,-0.669005,0.704766,-0.002284,270,352.0647,174.6549,516.7969,0,395.5379,-0.999554,0.014775,-0.030164,34.54864,0.171444,0.218611,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.07839,-0.271836,1.237845,-0.003066,289,584.1772,517.2594,791.3452,0.000011,238.5521,-0.997851,0.051302,-0.028443,37.27548,0.171738,-0.276338,blown,aerophone,aero_free-reed,Accordian
1.396315,-0.264674,0.860697,0.005326,145,514.9686,406.2181,1036.285,0,367.4993,-0.997075,0.055039,-0.027999,38.13802,0.171811,-0.095031,blown,aerophone,aero_single-reed,TenorSaxophone
1.021142,-0.044,0.801776,0.005268,314,546.4339,228.0479,654.071,0,370.4351,-0.998949,0.015349,-0.031408,35.6778,0.171221,0.08522,blown,aerophone,aero_double-reed,Oboe
1.450107,-0.350824,0.973901,0.000942,231,504.2065,416.981,915.1611,0.000001,340.8268,-0.99748,0.05835,-0.027948,37.02075,0.171819,0.288882,blown,aerophone,aero_single-reed,TenorSaxophone
1.771543,-1.812549,0.627069,0.007143,64,157.3519,99.70152,131.8909,0,454.0064,-0.989027,0.018838,-0.035869,41.25624,0.170342,-0.024803,blown,aerophone,aero_single-reed,B-flatclarinet
0.786984,-2.420589,0.60554,-0.000478,63,100.9691,45.00696,129.1992,0,404.8718,-0.99502,0.004714,-0.034975,37.33517,0.170528,-0.669283,struck_Hrm,chordophone,chrd_simple,Piano
0.945789,-0.82306,1.20481,-0.00037,240,409.3692,387.7151,915.1611,161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,377.9297,-0.995737,0.039045,-0.028625,38.67181,0.171708,-0.155578,string,chordophone,chrd_composite,Violin
1.850129,-0.966708,1.182545,0.001473,244,366.425,340.5288,899.0112,0,368.8435,-0.999132,0.031336,-0.029044,35.26221,0.171638,-0.026181,blown,aerophone,aero_single-reed,B-flatclarinet
1.040175,-0.593771,0.769259,0.005826,272,378.1047,202.5236,519.4885,0,389.3952,-0.999241,0.033466,-0.028498,34.57953,0.171729,0.218593,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.299325,0.524791,0.967401,-0.001667,432,865.4426,450.3286,1297.375,161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,375.0006,-0.992067,0.023141,-0.034147,39.24932,0.170696,0.098797,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.549887,-0.299923,1.701101,0.002688,164,545.1534,264.2837,788.6536,0,481.0632,-0.986864,0.024569,-0.034681,39.89108,0.170588,-0.253451,blown,aerophone,aero_lip-vibrated,CTrumpet
1.850129,-1.393051,1.035567,0.00145,107,269.6868,299.2862,522.1802,0.000001,349.6595,-0.998901,0.031106,-0.029872,35.53772,0.171495,-0.026181,blown,aerophone,aero_single-reed,B-flatclarinet
0.993458,-0.402784,1.250447,0.006476,278,542.6109,501.6618,783.2703,0.000005,233.8999,-0.998648,0.023764,-0.029148,36.66273,0.17162,-0.334808,blown,aerophone,aero_free-reed,Accordian
0.766223,-2.90344,0.839765,-0.003013,45,82.9841,78.23937,67.29126,161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,321.9757,-0.974619,0.06811,-0.030972,43.77059,0.1713,-0.696319,struck_Hrm,chordophone,chrd_simple,Piano
0.766223,-2.503112,1.041163,0.000325,61,115.9795,101.9751,196.4905,0.000022,354.5778,-0.98385,0.032197,-0.034033,40.84846,0.170718,-0.696319,struck_Hrm,chordophone,chrd_simple,Piano
1.771543,-1.134448,1.160943,-0.007091,213,333.9154,343.2725,783.2703,0.000001,346.941,-0.998924,0.026742,-0.028757,36.13451,0.171686,-0.024803,blown,aerophone,aero_single-reed,B-flatclarinet
0.79522,-2.70063,2.837157,0.000039,63,196.6046,198.7267,261.0901,0,540.3418,-0.997549,0.064669,-0.028064,36.29945,0.171801,-0.696172,struck_Hrm,chordophone,chrd_simple,Piano
1.536829,-1.138463,1.041178,-0.003263,186,297.0825,251.33,522.1802,0,377.0893,-0.999237,0.027491,-0.030211,35.33311,0.171436,-0.252393,blown,aerophone,aero_lip-vibrated,CTrumpet
1.041239,-0.595186,0.704863,-0.007838,256,368.9834,173.357,519.4885,0,395.1469,-0.99977,0.007535,-0.030512,33.61773,0.171383,0.218611,blown,aerophone,aero_lip-vibrated,TenorTrombone
0.873166,-2.59124,2.871602,0.007552,132,211.9736,194.5605,261.0901,0,537.8989,-0.996378,0.075863,-0.027652,37.58587,0.171867,-0.669145,struck_Hrm,chordophone,chrd_simple,Piano
1.512944,-1.120041,1.171064,-0.004206,143,339.034,347.9313,907.0862,0.000003,342.0302,-0.999005,0.023306,-0.030394,35.83383,0.171404,0.054358,blown,aerophone,aero_single-reed,B-flatclarinet
1.679426,-1.131459,0.798804,0.000886,127,271.2145,206.0715,263.7817,0,386.7638,-0.999487,0.010728,-0.031112,34.64061,0.171275,0.297961,blown,aerophone,aero_single-reed,TenorSaxophone
1.633609,-1.339218,0.741274,-0.002829,63,232.5374,180.8188,261.0901,0,369.2665,-0.999187,0.029603,-0.030519,34.72583,0.171381,0.092157,blown,aerophone,aero_single-reed,TenorSaxophone
1.003858,-2.055234,1.743044,-0.001584,73,180.6701,159.3358,263.7817,0,503.8327,-0.999318,0.018415,-0.031134,35.35848,0.171271,-0.669145,struck_Hrm,chordophone,chrd_simple,Piano
1.394951,0.205149,1.146028,0.000217,293,704.7479,379.1973,1047.052,0,378.2148,-0.999008,0.03019,-0.029188,35.27197,0.171613,-0.240255,blown,aerophone,aero_lip-vibrated,CTrumpet
1.300985,-0.209655,1.219256,-0.005183,252,613.2585,563.89,1041.669,0.000001,257.6652,-0.997184,0.050454,-0.02852,37.99625,0.171726,-0.122699,string,chordophone,chrd_composite,DoubleBass
1.071612,-0.15572,1.237631,0.002265,292,628.0957,544.5647,866.7114,0.000005,243.7334,-0.998229,0.042706,-0.029609,36.89471,0.171541,-0.276282,blown,aerophone,aero_free-reed,Accordian
1.067843,-1.177567,0.738731,-0.003941,126,252.6253,135.9649,390.2893,0,387.2811,-0.998743,0.012501,-0.03189,35.33652,0.171132,-0.414578,string,chordophone,chrd_composite,ElectricGuitar
1.388541,-0.154601,1.325266,0.003938,271,611.142,413.2859,1044.36,0,357.0823,-0.999443,0.022877,-0.029056,34.59316,0.171636,-0.32253,blown,aerophone,aero_lip-vibrated,CTrumpet
1.917447,-0.949158,1.199257,0.005968,189,369.8859,324.3801,909.7778,0,389.5983,-0.999011,0.023296,-0.030477,34.95176,0.171389,-0.022712,blown,aerophone,aero_single-reed,B-flatclarinet
1.081512,-1.248611,0.825938,-0.009372,133,248.7842,163.7128,390.2893,0.000114,301.9638,-0.995005,0.033957,-0.030691,38.45546,0.171351,-0.491264,string,chordophone,chrd_composite,ElectricGuitar
1.000043,0.160543,0.530648,0.000116,310,590.9294,192.411,775.1953,0,354.7255,-0.99878,0.028422,-0.029443,36.35643,0.17157,-0.173352,blown,aerophone,aero_double-reed,Oboe
1.073246,0.047253,1.168439,0.000895,283,681.5583,508.4673,845.1782,0.000003,247.3198,-0.997133,0.044314,-0.028018,38.35419,0.171808,-0.276282,blown,aerophone,aero_free-reed,Accordian
0.978184,-1.154964,1.108655,-0.004501,211,320.5791,325.7879,654.071,0.000015,321.637,-0.998472,0.035035,-0.029301,36.54058,0.171594,-0.071555,string,chordophone,chrd_composite,Violin
1.523245,-0.532595,1.190248,-0.00287,159,453.0651,315.8194,783.2703,0,400.798,-0.999447,0.02466,-0.030024,34.75788,0.171469,-0.237643,blown,aerophone,aero_lip-vibrated,CTrumpet
1.388541,0.014177,1.235386,0.007664,245,647.4946,384.9482,1038.977,0,367.5307,-0.998916,0.032887,-0.028266,35.32093,0.171767,-0.32253,blown,aerophone,aero_lip-vibrated,CTrumpet
