temporalCentroid,LogSpecCentroid,LogSpecSpread,Energy,ZeroCrossings,SpecCentroid,SpecSpread,Rolloff,Flux,bandsCoefSum,prjmin,prjmax,prjsum,prjdis,prjstd,LogAttackTime,playmethod,class 1,class2,mix1_instrument
1.771543,-0.7420463,1.241972,0.007263328,281,433.1989,375.6716,915.1611,4.64E-06,348.1589,-0.9993052,0.02820154,-0.02954817,35.13197,0.1715516,-0.02480273,blown,aerophone,aero_single-reed,B-flatclarinet
1.073628,-1.294648,0.7122909,-0.00089113,126,231.7128,125.2103,390.2893,1.20E-08,398.0149,-0.998531,0.02672801,-0.02975353,35.23289,0.1715161,-0.476059,string,chordophone,chrd_composite,ElectricGuitar
1.799928,-1.74509,0.4650269,-0.00420014,64,159.3379,74.9388,134.5825,4.89E-11,483.8254,-0.9965974,0.07097182,-0.02590535,36.78457,0.1721393,-0.342086,string,chordophone,chrd_composite,ElectricGuitar
1.019867,-0.7104146,0.7245229,-0.00308234,219,346.3152,198.984,514.1052,4.93E-08,398.3548,-0.999593,0.01980422,-0.02954823,34.26048,0.1715515,0.06110869,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.633609,-1.323116,0.7525011,0.004178399,64,236.3279,187.2992,261.0901,5.61E-09,365.8337,-0.9993244,0.0295927,-0.02916353,34.70703,0.1716174,0.09215708,blown,aerophone,aero_single-reed,TenorSaxophone
1.63466,-1.041971,0.7682573,0.000818248,187,286.665,212.2849,263.7817,4.46E-10,375.7217,-0.9994518,0.02818511,-0.02922311,34.32777,0.1716072,-0.09246434,blown,aerophone,aero_single-reed,TenorSaxophone
1.693705,-0.7809397,0.7052733,0.003998646,125,334.9091,228.651,519.4885,1.57E-09,383.0083,-0.9992242,0.02795094,-0.029172,34.83718,0.1716159,0.3270321,blown,aerophone,aero_single-reed,TenorSaxophone
1.081512,-1.267515,0.7189213,0.001040263,126,236.4528,127.7963,390.2893,1.78E-08,394.1155,-0.9989512,0.02262262,-0.02974315,34.98195,0.1715179,-0.4912642,string,chordophone,chrd_composite,ElectricGuitar
1.526102,-0.6993917,1.202578,-0.005533308,188,431.9828,374.4897,785.9619,3.74E-10,360.099,-0.9986926,0.02964471,-0.02953467,36.01243,0.1715539,-0.3124043,blown,aerophone,aero_lip-vibrated,CTrumpet
1.771543,-0.2591152,1.046923,0.00178255,283,533.517,366.2751,912.4695,1.05E-07,360.3757,-0.9981515,0.04957444,-0.02862461,36.1812,0.1717081,-0.02480273,blown,aerophone,aero_single-reed,B-flatclarinet
1.52806,-0.2955423,1.133114,0.001610596,229,510.7455,315.503,785.9619,1.84E-09,405.2418,-0.998704,0.009625914,-0.03224547,36.22641,0.1710651,-0.2319108,blown,aerophone,aero_lip-vibrated,CTrumpet
1.52806,-0.6419571,1.225685,0.00543192,191,446.8962,368.5416,788.6536,7.61E-10,371.547,-0.9988445,0.03169039,-0.03093462,35.93326,0.171307,-0.2319108,blown,aerophone,aero_lip-vibrated,CTrumpet
0.6852032,-1.6558,1.155818,-0.00330925,103,206.9366,136.0761,263.7817,4.48E-07,393.0688,-0.9898864,0.02251362,-0.03356213,38.99309,0.1708116,-0.6963192,struck_Hrm,chordophone,chrd_simple,Piano
1.012393,-0.4830965,0.7498257,0.002674814,224,407.2702,233.7889,522.1802,3.86E-07,379.3196,-0.9997347,0.01818875,-0.0297566,33.77952,0.1715155,0.09856132,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.019867,-0.5874362,0.7223827,0.006440004,219,373.431,187.9587,519.4885,8.08E-08,389.5632,-0.9998701,0.009259377,-0.03018253,33.3763,0.1714411,0.06110869,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.536829,-1.069065,1.131536,-0.00255743,166,332.6473,318.3767,654.071,1.28E-09,343.5242,-0.9989504,0.02256604,-0.03230123,35.82802,0.1710546,-0.2523927,blown,aerophone,aero_lip-vibrated,CTrumpet
1.46164,-1.115028,1.169604,-0.004155474,223,340.0612,350.8057,783.2703,1.40E-06,337.1879,-0.9991611,0.007665606,-0.03148374,35.54561,0.1712069,-0.02336622,blown,aerophone,aero_single-reed,B-flatclarinet
1.390276,-0.01318382,1.202688,0.005358458,248,606.4937,311.0077,912.4695,1.13E-11,397.1068,-0.9994656,0.02766855,-0.02918337,34.43971,0.171614,-0.2319108,blown,aerophone,aero_lip-vibrated,CTrumpet
1.906808,-1.029965,1.172998,0.00959264,188,348.1311,313.0741,780.5786,2.22E-10,406.6431,-0.9988548,0.01284235,-0.03067835,35.03067,0.1713531,-0.022712,blown,aerophone,aero_single-reed,B-flatclarinet
1.239341,-0.3965021,1.332862,-0.005979507,283,566.5761,532.5715,785.9619,6.16E-06,239.6388,-0.9975573,0.05855289,-0.02543293,36.76541,0.1722097,-0.1617936,string,chordophone,chrd_composite,DoubleBass
0.8202616,-2.426178,0.649788,0.004375558,64,102.4633,52.80245,129.1992,2.40E-09,419.2281,-0.9947509,0.00700815,-0.03565939,37.96777,0.1703861,-0.6963192,struck_Hrm,chordophone,chrd_simple,Piano
0.9781843,-0.9089016,1.107352,-0.00164478,229,365.99,325.9698,651.3794,6.92E-06,309.5991,-0.9984869,0.04144642,-0.03022384,36.13375,0.1714338,-0.07155538,string,chordophone,chrd_composite,Violin
1.391502,-0.4540191,1.426553,-0.00131599,249,539.3889,428.7578,917.8528,3.03E-09,348.2906,-0.9986789,0.03224825,-0.02871553,35.91447,0.1716929,-0.2910995,blown,aerophone,aero_lip-vibrated,CTrumpet
1.771543,-0.6491762,1.26125,-0.009027082,298,458.9761,385.4095,915.1611,3.04E-07,359.6109,-0.9990099,0.03384411,-0.02969324,35.77529,0.1715265,-0.02480273,blown,aerophone,aero_single-reed,B-flatclarinet
1.001197,-0.2865005,0.6908085,0.000485462,236,455.5093,228.1213,522.1802,7.36E-07,378.73,-0.9996155,0.01735141,-0.02911724,34.20846,0.1716252,0.07950119,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.850129,-1.091042,1.157177,0.001277858,197,338.7225,332.269,780.5786,2.99E-07,356.4013,-0.999151,0.01558178,-0.03072787,35.7185,0.1713442,-0.02618124,blown,aerophone,aero_single-reed,B-flatclarinet
1.394951,-0.1276491,1.250499,-0.005910474,239,581.0148,325.7765,912.4695,1.15E-11,394.98,-0.9995769,0.0094988,-0.03043058,34.25077,0.1713972,-0.2402551,blown,aerophone,aero_lip-vibrated,CTrumpet
1.299325,-0.1809304,0.86573,-0.002599873,347,518.2181,288.4038,783.2703,3.03E-08,366.3111,-0.9980091,0.05806888,-0.02868499,35.8158,0.171698,0.09879671,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.906808,-1.23947,1.094029,-0.008275375,141,299.8214,301.2714,654.071,1.17E-08,385.7873,-0.9996669,0.01186069,-0.03100256,34.45808,0.1712947,-0.022712,blown,aerophone,aero_single-reed,B-flatclarinet
1.536829,-1.130809,1.109205,-0.009014707,181,317.1318,310.2889,651.3794,4.11E-09,347.0628,-0.9987962,0.02990682,-0.0326335,35.70082,0.1709915,-0.2523927,blown,aerophone,aero_lip-vibrated,CTrumpet
1.300985,-0.4822874,1.25999,-0.001144415,263,518.3192,490.3212,783.2703,1.31E-06,252.1148,-0.9969407,0.06394244,-0.02929641,37.78578,0.1715947,-0.1226992,string,chordophone,chrd_composite,DoubleBass
0.9937014,-0.6895921,1.359668,-0.000496327,183,489.9251,520.8323,783.2703,8.63E-06,227.7021,-0.9985533,0.02514057,-0.02997199,36.41666,0.171478,-0.3348084,blown,aerophone,aero_free-reed,Accordian
1.121035,-1.0454,0.7611606,-0.00743988,126,278.4052,153.3782,392.981,3.58E-07,352.5229,-0.9967222,0.01521791,-0.03132403,36.38684,0.1712362,-0.5800555,string,chordophone,chrd_composite,ElectricGuitar
1.519636,0.1179649,1.201822,-0.00151302,241,642.3933,286.3807,912.4695,4.94E-11,458.3829,-0.9905287,0.09609004,-0.02894874,39.48698,0.1716537,-0.237643,blown,aerophone,aero_lip-vibrated,CTrumpet
0.8145538,-2.143997,2.628839,-0.000164844,128,234.3576,174.0898,261.0901,1.87E-14,532.5203,-0.9982674,0.05276099,-0.02721636,35.56322,0.1719369,-0.6963192,struck_Hrm,chordophone,chrd_simple,Piano
0.9781843,-1.192296,0.9932031,0.000705089,182,289.6352,265.4439,519.4885,1.70E-07,344.8721,-0.9994304,0.01871753,-0.03033184,34.89917,0.1714147,-0.07155538,string,chordophone,chrd_composite,Violin
1.071612,-0.7515302,1.280898,-0.001131783,220,453.5574,495.3743,780.5786,4.98E-06,226.192,-0.9978627,0.03396315,-0.03109285,37.20268,0.1712783,-0.2762819,string,chordophone,chrd_composite,DoubleBass
1.535154,-0.3863293,1.344737,-0.002911034,240,540.6392,407.7658,915.1611,6.18E-10,353.6529,-0.9990519,0.02388261,-0.03042457,35.20725,0.1713983,-0.2989668,blown,aerophone,aero_lip-vibrated,CTrumpet
1.391502,-0.3937057,1.380584,0.004172049,220,541.6523,404.3332,915.1611,2.41E-09,350.1458,-0.9990403,0.03030134,-0.02833093,34.73012,0.1717568,-0.2910995,blown,aerophone,aero_lip-vibrated,CTrumpet
1.394951,0.04930353,1.167018,-0.001778628,229,645.7698,364.2827,920.5444,2.39E-10,374.7057,-0.9987986,0.03660716,-0.02774835,35.85071,0.1718519,-0.2402551,blown,aerophone,aero_lip-vibrated,CTrumpet
0.9934581,-0.7363883,1.267999,0.006148872,222,453.5304,490.7612,780.5786,6.07E-06,224.8345,-0.9982107,0.02162,-0.03183666,36.63545,0.1711416,-0.3348084,blown,aerophone,aero_free-reed,Accordian
1.810818,-1.007899,0.7453346,0.004052648,126,282.4627,143.5525,392.981,5.88E-08,374.0343,-0.9947002,0.02244688,-0.03284564,37.93885,0.1709509,-0.3420211,string,chordophone,chrd_composite,ElectricGuitar
1.032484,-0.102586,0.8288938,-0.006078083,293,524.3374,200.3825,651.3794,1.73E-08,414.1576,-0.9986016,0.02681631,-0.02985014,36.24409,0.1714993,0.08522017,blown,aerophone,aero_double-reed,Oboe
1.535154,-0.7027692,1.337623,-0.000945822,251,433.2568,331.1957,783.2703,6.61E-11,381.5883,-0.9991573,0.03254459,-0.02833625,34.87856,0.1717559,-0.2989668,blown,aerophone,aero_lip-vibrated,CTrumpet
1.67324,-0.8949855,0.6637014,-0.005973637,128,302.2011,182.1366,384.906,1.61E+137,416.6451,-0.9946219,0.02605711,-0.03385257,38.80164,0.1707543,0.3658826,blown,aerophone,aero_single-reed,TenorSaxophone
0.8202616,-2.518688,1.139543,0.002376267,66,108.4208,71.50887,131.8909,1.50E-07,386.6877,-0.9882776,0.03385512,-0.03146807,39.90334,0.1712098,-0.6963192,struck_Hrm,chordophone,chrd_simple,Piano
1.549887,-1.125188,1.09377,0.000712163,169,307.5256,270.1039,522.1802,2.87E-09,382.2946,-0.9995514,0.02096094,-0.02876195,34.59784,0.1716851,-0.2534505,blown,aerophone,aero_lip-vibrated,CTrumpet
1.526726,-0.5492772,1.389735,0.005474555,243,502.7193,413.5363,915.1611,3.14E-09,346.5502,-0.9982631,0.02698329,-0.03127138,36.40078,0.1712458,-0.2422116,blown,aerophone,aero_lip-vibrated,CTrumpet
1.52806,-0.9475969,1.135318,-0.002809378,153,350.3879,293.405,777.887,3.25E-10,383.6557,-0.9994513,0.01752378,-0.02877744,34.83713,0.1716825,-0.2319108,blown,aerophone,aero_lip-vibrated,CTrumpet
0.9759644,-1.194513,1.082002,-0.003877086,199,307.6344,311.0424,651.3794,3.90E-05,310.2518,-0.9989133,0.04264184,-0.02882827,35.03319,0.171674,-0.07155538,string,chordophone,chrd_composite,Violin
1.25619,-0.2903619,1.246107,0.000718104,255,587.3734,546.5849,912.4695,4.37E-07,270.9355,-0.9972862,0.04836504,-0.02560477,38.13545,0.1721843,-0.1572295,string,chordophone,chrd_composite,DoubleBass
1.633609,-1.381001,0.7408398,-0.002920757,85,225.9687,179.9808,261.0901,2.58E-08,375.7828,-0.9994864,0.01827931,-0.03002121,34.85109,0.1714694,0.09215708,blown,aerophone,aero_single-reed,TenorSaxophone
0.7869839,-2.728367,2.855171,0.000108781,75,196.3633,202.1057,261.0901,2.96E-13,542.7604,-0.9970413,0.07256031,-0.02743232,36.39101,0.1719026,-0.6692826,struck_Hrm,chordophone,chrd_simple,Piano
1.041239,-0.6666618,0.747842,-0.004912776,193,357.8342,189.6995,516.7969,5.57E-09,399.9429,-0.9992947,0.02357236,-0.03015391,34.85855,0.1714461,0.2186105,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.46164,-1.246398,1.095326,-0.000820641,153,302.254,321.088,651.3794,5.49E-07,341.6441,-0.9993458,0.007965432,-0.03261171,35.09611,0.1709956,-0.02336622,blown,aerophone,aero_single-reed,B-flatclarinet
1.536829,-1.218647,0.9210882,0.001381447,166,267.4453,216.8422,328.3813,1.43E-09,363.2264,-0.9992604,0.02338981,-0.0289057,35.18981,0.171661,-0.2523927,blown,aerophone,aero_lip-vibrated,CTrumpet
1.633609,-1.332536,0.7467286,-0.002255316,63,234.0612,183.082,261.0901,2.06E-09,367.9397,-0.9992776,0.02856559,-0.03022384,34.83395,0.1714338,0.09215708,blown,aerophone,aero_single-reed,TenorSaxophone
1.394951,0.13895,1.136245,-0.000731849,296,677.7072,377.7701,1041.669,5.26E-11,370.5186,-0.9992692,0.02459698,-0.0293254,34.97019,0.1715898,-0.2402551,blown,aerophone,aero_lip-vibrated,CTrumpet
1.067843,-1.391863,0.6829552,-0.002451106,126,215.1729,115.8542,390.2893,3.47E-09,418.9852,-0.9987038,0.04530292,-0.02978708,35.0138,0.1715102,-0.4145776,string,chordophone,chrd_composite,ElectricGuitar
1.035114,-0.4431454,0.7723417,-0.000653259,301,418.2692,212.29,645.9961,5.98E-09,383.9112,-0.9996494,0.02026019,-0.03034884,33.87367,0.1714117,0.2185927,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.295816,-0.1689895,1.091078,0.00777094,282,585.7598,491.8134,783.2703,3.20E-06,252.2664,-0.9962798,0.07060281,-0.02928331,38.29092,0.171597,-0.007659924,string,chordophone,chrd_composite,DoubleBass
1.67324,-0.7098487,0.6300111,-0.003138345,125,344.3052,221.431,519.4885,1.87E-09,390.1258,-0.9993148,0.02814067,-0.02897266,34.76247,0.1716497,0.3658826,blown,aerophone,aero_single-reed,TenorSaxophone
1.63466,-1.001969,0.7443268,0.003139781,188,291.8793,212.14,263.7817,5.86E-10,387.3759,-0.9992667,0.02486499,-0.02852195,35.00946,0.1717252,-0.09246434,blown,aerophone,aero_single-reed,TenorSaxophone
0.9998207,-0.3990557,1.039849,0.000583662,252,471.9571,280.8178,651.3794,9.96E-08,333.3818,-0.9964438,0.0111236,-0.03385838,37.3441,0.1707532,0.05500888,blown,aerophone,aero_double-reed,Oboe
1.391502,-0.8467508,1.382272,-0.0040837,158,404.6118,328.8368,783.2703,1.33E-10,379.813,-0.9995604,0.01575347,-0.03052468,34.23894,0.1713805,-0.2910995,blown,aerophone,aero_lip-vibrated,CTrumpet
1.073628,-1.321093,0.705068,-0.003285861,126,227.1462,122.6478,390.2893,8.64E-09,403.7094,-0.9971927,0.03320372,-0.02950033,36.64646,0.1715598,-0.476059,string,chordophone,chrd_composite,ElectricGuitar
0.9986647,-0.1817993,0.6478135,0.003872115,251,483.9139,230.7343,522.1802,8.14E-07,368.7227,-0.9997604,0.006874422,-0.0308515,33.82686,0.171322,0.07950119,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.045776,0.01363766,0.5978102,-0.004602916,289,547.6943,235.3379,651.3794,1.61E+137,350.2294,-0.9964149,0.03460506,-0.03377842,37.86106,0.170769,0.2047289,blown,aerophone,aero_double-reed,Oboe
1.396315,-0.01294249,0.9883107,0.00094699,200,629.3205,468.2153,1300.067,3.95E-08,362.4452,-0.9977239,0.05773562,-0.02648483,36.65101,0.1720511,-0.09503067,blown,aerophone,aero_single-reed,TenorSaxophone
1.539108,-1.594733,0.8366659,0.006151546,121,214.5191,241.6772,258.3984,1.55E-06,345.7391,-0.9990247,0.01266964,-0.03090433,35.72385,0.1713124,-0.004663331,blown,aerophone,aero_single-reed,B-flatclarinet
1.46164,-1.202732,1.133808,0.004256719,202,316.5117,333.868,780.5786,1.67E-07,349.0403,-0.9989054,0.01648991,-0.03235331,36.00756,0.1710447,-0.02336622,blown,aerophone,aero_single-reed,B-flatclarinet
1.073726,-0.07837342,1.216047,-0.002150857,263,665.4475,590.9985,1305.45,5.02E-06,248.6815,-0.9961762,0.05199599,-0.02523095,39.28417,0.1722395,-0.2762819,blown,aerophone,aero_free-reed,Accordian
1.067843,-1.170741,0.7598992,0.003320135,125,256.1891,144.8838,390.2893,3.74E-07,363.9845,-0.9986623,0.01081506,-0.03240227,35.18678,0.1710354,-0.4145776,string,chordophone,chrd_composite,ElectricGuitar
0.9781843,-1.890032,0.3116571,-0.000865772,63,140.3505,73.09252,129.1992,1.33E-06,402.0929,-0.9871744,0.02167402,-0.03590718,39.43999,0.1703341,-0.07155538,string,chordophone,chrd_composite,Violin
1.810818,-1.488311,0.6440466,-0.005635177,126,199.3541,106.6963,387.5977,1.20E-09,444.8463,-0.9990376,0.02351142,-0.03138697,35.06192,0.1712247,-0.3420211,string,chordophone,chrd_composite,ElectricGuitar
0.8202616,-2.104785,1.182074,-0.008022627,67,142.5089,126.5481,131.8909,1.66E-10,480.7306,-0.9991728,0.02443239,-0.02914556,35.55977,0.1716204,-0.6963192,struck_Hrm,chordophone,chrd_simple,Piano
1.018828,-0.4769895,0.7070319,0.000225194,237,399.6409,186.2016,522.1802,3.41E-08,386.3056,-0.999847,0.01061793,-0.03021274,33.56303,0.1714358,0.06972346,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.239341,-0.1814056,1.29799,-0.004362068,316,635.4283,558.7052,847.8699,2.64E-06,249.9463,-0.9974113,0.05191222,-0.02726605,37.67473,0.171929,-0.1617936,string,chordophone,chrd_composite,DoubleBass
1.390276,-0.6823215,2.156246,-0.00050935,136,492.1664,271.6203,788.6536,1.76E-10,476.6611,-0.9947186,0.01059382,-0.03449085,37.63911,0.1706265,-0.2319108,blown,aerophone,aero_lip-vibrated,CTrumpet
1.799928,-1.325579,0.703893,-0.001217273,126,226.381,122.1255,390.2893,8.16E-09,407.556,-0.9992925,0.003974963,-0.03217789,34.11607,0.1710778,-0.342086,string,chordophone,chrd_composite,ElectricGuitar
0.8168174,-2.44205,0.6167969,0.005232031,62,101.0283,50.99372,129.1992,1.40E-08,408.5201,-0.9921543,0.01407344,-0.03483914,38.49576,0.1705558,-0.6691447,struck_Hrm,chordophone,chrd_simple,Piano
1.075736,-0.6461303,1.365838,-0.000706655,180,505.6774,536.1954,785.9619,1.19E-05,225.0088,-0.9979445,0.03265398,-0.03086875,37.84836,0.1713189,-0.2762819,blown,aerophone,aero_free-reed,Accordian
1.52806,-0.8533698,1.114187,0.000144504,172,367.8783,296.4166,780.5786,1.16E-10,380.5521,-0.9994943,0.02149075,-0.02913982,34.77141,0.1716214,-0.2319108,blown,aerophone,aero_lip-vibrated,CTrumpet
1.394951,0.1365718,1.131632,-0.001710268,299,676.4678,377.7514,1044.36,4.17E-10,370.5192,-0.9995628,0.01917983,-0.02929953,34.37432,0.1715942,-0.2402551,blown,aerophone,aero_lip-vibrated,CTrumpet
1.539108,-1.176073,1.107666,0.007855215,220,317.3091,334.0384,654.071,1.21E-07,348.3932,-0.9990903,0.03389589,-0.03000219,35.20049,0.1714727,-0.004663331,blown,aerophone,aero_single-reed,B-flatclarinet
1.239341,-0.1567321,1.075763,-0.003243569,263,582.6945,471.629,783.2703,3.56E-06,251.263,-0.9971931,0.06192616,-0.02976665,37.69223,0.1715138,-0.1617936,string,chordophone,chrd_composite,DoubleBass
1.073726,-0.7131248,1.30897,-0.005374538,192,472.4213,512.5182,783.2703,7.76E-06,226.216,-0.9977525,0.03412098,-0.03013104,37.65478,0.1714501,-0.2762819,blown,aerophone,aero_free-reed,Accordian
1.22923,-0.1145186,0.881927,0.000642534,199,553.6238,357.2309,912.4695,1.20E-06,334.6689,-0.9987575,0.02557244,-0.0276192,36.3279,0.1718727,-0.2018804,blown,aerophone,aero_single-reed,TenorSaxophone
1.019867,-0.5597902,0.7082095,-0.006590112,216,378.7247,181.4937,522.1802,4.74E-08,386.6397,-0.9997492,0.006064991,-0.03145316,33.7547,0.1712125,0.06110869,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.810818,-1.225918,0.7283287,-0.000473917,126,243.8232,131.5287,390.2893,1.78E-08,386.1063,-0.9982049,0.03160086,-0.03155367,36.43601,0.171194,-0.3420211,string,chordophone,chrd_composite,ElectricGuitar
1.003858,-2.127645,1.299024,0.003862988,104,153.5346,111.54,261.0901,5.07E-09,418.6973,-0.9901777,0.006554433,-0.03558855,38.42254,0.170401,-0.6691447,struck_Hrm,chordophone,chrd_simple,Piano
1.519636,-0.4194964,1.286781,-0.000705131,193,500.2152,332.2046,785.9619,3.20E-11,400.2632,-0.999449,0.01478426,-0.03027118,34.9431,0.1714255,-0.237643,blown,aerophone,aero_lip-vibrated,CTrumpet
0.9937014,-0.5695532,1.358009,-0.006259088,223,516.0218,522.0308,783.2703,3.40E-05,226.3169,-0.9980193,0.01944514,-0.03307858,37.04374,0.1709059,-0.3348084,blown,aerophone,aero_free-reed,Accordian
1.25619,-0.3357892,1.226939,0.003963643,237,555.3545,500.2013,783.2703,1.61E+137,261.4689,-0.9978047,0.03206918,-0.02860268,37.58934,0.1717117,-0.1572295,string,chordophone,chrd_composite,DoubleBass
1.52806,-0.4781562,1.320849,-0.000854764,160,515.9804,419.8431,917.8528,9.60E-10,363.7258,-0.9986908,0.02994079,-0.02917333,35.73977,0.1716157,-0.2319108,blown,aerophone,aero_lip-vibrated,CTrumpet
0.8145538,-2.308511,2.72402,0.000485034,128,225.5974,184.0208,261.0901,1.33E-14,534.3869,-0.9982555,0.05302427,-0.02821309,35.76902,0.1717762,-0.6963192,struck_Hrm,chordophone,chrd_simple,Piano
1.073726,-0.5838059,1.363488,0.004867924,233,516.6409,519.5404,783.2703,1.19E-06,227.3652,-0.9977624,0.03430808,-0.03103161,37.7743,0.1712894,-0.2762819,blown,aerophone,aero_free-reed,Accordian
1.388541,-0.4661822,1.320663,-0.007072095,164,500.309,358.0194,788.6536,1.49E-09,367.2669,-0.9982703,0.009651672,-0.03344538,36.19521,0.1708345,-0.3225296,blown,aerophone,aero_lip-vibrated,CTrumpet
1.615083,-1.289856,0.7781401,0.005329711,63,244.4039,197.4927,261.0901,5.59E-10,371.1331,-0.9994014,0.02400476,-0.03015932,34.5576,0.1714452,0.09750049,blown,aerophone,aero_single-reed,TenorSaxophone
1.239341,-0.4074915,1.254608,0.002741368,281,542.1683,502.4818,783.2703,1.58E-06,251.0988,-0.9952013,0.0802655,-0.02904414,39.01915,0.1716376,-0.1617936,string,chordophone,chrd_composite,DoubleBass
1.071612,-0.4906717,1.283325,-0.005777519,250,526.6066,517.98,783.2703,3.40E-06,233.4474,-0.9979465,0.04189047,-0.02760405,36.97963,0.1718751,-0.2762819,string,chordophone,chrd_composite,DoubleBass
1.299325,-0.1726401,0.9124827,0.001506509,325,530.3382,305.1364,1036.285,1.77E-08,372.0808,-0.9972853,0.06894799,-0.02820935,36.37648,0.1717768,0.09879671,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.22923,-0.3131573,0.8292639,-0.000999219,184,472.4702,288.5994,524.8718,6.49E-06,349.4209,-0.9983993,0.0266507,-0.0305193,36.65545,0.1713815,-0.2018804,blown,aerophone,aero_single-reed,TenorSaxophone
1.693705,-0.8564349,0.667021,0.002184994,125,312.8555,205.242,387.5977,9.32E-09,389.3667,-0.9993504,0.02221674,-0.03097244,34.88631,0.1713001,0.3270321,blown,aerophone,aero_single-reed,TenorSaxophone
1.07839,-0.6924773,1.299737,0.00210439,242,471.9271,494.6629,783.2703,8.95E-06,230.317,-0.9980986,0.04283322,-0.02796428,37.01268,0.1718168,-0.2763377,blown,aerophone,aero_free-reed,Accordian
1.810818,-1.378577,0.6875094,-0.009265166,125,217.3943,117.0735,390.2893,3.98E-09,425.5844,-0.9986592,0.005091174,-0.03262365,34.96436,0.1709934,-0.3420211,string,chordophone,chrd_composite,ElectricGuitar
1.539108,-1.274601,1.081206,0.000390817,232,290.6596,288.5531,651.3794,5.89E-08,380.1442,-0.9990541,0.01178466,-0.03203074,35.38724,0.1711054,-0.004663331,blown,aerophone,aero_single-reed,B-flatclarinet
1.810818,-1.496473,0.6403815,-0.003501671,125,198.0458,105.8306,387.5977,1.06E-09,443.8142,-0.9992505,0.02430816,-0.03052309,34.77408,0.1713808,-0.3420211,string,chordophone,chrd_composite,ElectricGuitar
1.040089,0.02393871,0.7329273,-0.001488983,314,559.3902,202.1397,654.071,7.14E-09,386.6007,-0.9993205,0.007051292,-0.03223946,35.11668,0.1710662,-0.1752943,blown,aerophone,aero_double-reed,Oboe
1.46164,-0.7418182,1.224724,-0.003881048,286,430.3462,383.1065,907.0862,3.51E-07,353.317,-0.998596,0.04126474,-0.02842245,36.2459,0.1717417,-0.02336622,blown,aerophone,aero_single-reed,B-flatclarinet
1.679426,-0.8611723,0.7065622,-0.006079215,190,315.4186,211.9621,390.2893,3.03E-09,379.0773,-0.9991358,0.0229959,-0.03021044,35.43426,0.1714362,0.2979614,blown,aerophone,aero_single-reed,TenorSaxophone
0.9759644,-1.272122,0.9285109,0.007909567,143,266.7635,245.1354,392.981,1.43E-08,359.3991,-0.9992101,0.02581544,-0.03031164,35.17273,0.1714183,-0.07155538,string,chordophone,chrd_composite,Violin
1.799928,-0.5687485,0.5729069,-0.000111384,134,361.5978,150.3422,392.981,9.07E-07,329.0002,-0.9889258,0.04957086,-0.03321897,39.85445,0.1708787,-0.342086,string,chordophone,chrd_composite,ElectricGuitar
1.396315,-0.03634655,1.064752,0.002120517,284,632.2954,468.8238,1176.251,9.73E-08,356.2574,-0.9968074,0.05750378,-0.02875864,37.89025,0.1716857,-0.09503067,blown,aerophone,aero_single-reed,TenorSaxophone
1.448017,-0.2744389,0.9479819,0.001596637,262,521.8712,409.6391,912.4695,2.38E-06,311.8813,-0.9977328,0.05859622,-0.02922038,36.64523,0.1716077,0.3218534,blown,aerophone,aero_single-reed,TenorSaxophone
0.9457889,-1.120675,1.064161,0.004344271,232,315.3513,298.8262,640.6128,3.46E-06,317.059,-0.9990065,0.03368658,-0.02946533,35.44413,0.1715658,-0.1555778,string,chordophone,chrd_composite,Violin
1.67324,-1.032436,0.7499375,-0.001315711,125,286.5284,209.4169,263.7817,1.26E-09,382.6987,-0.9992032,0.02511502,-0.03015097,35.05399,0.1714466,0.3658826,blown,aerophone,aero_single-reed,TenorSaxophone
1.633609,-1.3739,0.7208986,0.001408668,85,224.8907,171.7736,261.0901,7.10E-09,378.1966,-0.9995104,0.02483803,-0.03043667,34.28727,0.1713961,0.09215708,blown,aerophone,aero_single-reed,TenorSaxophone
0.9820233,-1.551759,0.7796552,-0.002973029,121,209.6917,200.1027,387.5977,3.08E-08,366.7988,-0.9981962,0.02027213,-0.03064249,36.04433,0.1713595,-0.07155538,string,chordophone,chrd_composite,Violin
1.693705,-1.218058,0.7659907,-0.005409303,84,254.5093,196.9077,261.0901,7.09E-09,376.8258,-0.9994621,0.02058919,-0.02991267,34.72732,0.1714884,0.3270321,blown,aerophone,aero_single-reed,TenorSaxophone
1.388541,-0.06150306,1.323038,0.002397636,219,588.4902,270.9006,791.3452,4.25E-10,429.9824,-0.9965521,0.01120247,-0.03396832,37.08169,0.1707313,-0.3225296,blown,aerophone,aero_lip-vibrated,CTrumpet
1.239341,-0.148914,1.250803,0.003385591,271,637.4845,551.1054,912.4695,2.08E-06,253.815,-0.9970579,0.05464861,-0.02807096,37.86115,0.1717995,-0.1617936,string,chordophone,chrd_composite,DoubleBass
