inst#,actual,predicted,error,prediction
598,2:ElectricGuitar,5:Violin,+,0.899
599,2:ElectricGuitar,2:ElectricGuitar,,0.998
600,2:ElectricGuitar,2:ElectricGuitar,,0.998
601,2:ElectricGuitar,5:Violin,+,0.599
602,2:ElectricGuitar,18:Viola,+,0.998
603,2:ElectricGuitar,5:Violin,+,0.699
604,2:ElectricGuitar,2:ElectricGuitar,,0.998
605,2:ElectricGuitar,2:ElectricGuitar,,0.998
606,2:ElectricGuitar,5:Violin,+,0.999
607,2:ElectricGuitar,5:Violin,+,0.999
608,2:ElectricGuitar,5:Violin,+,0.899
609,2:ElectricGuitar,2:ElectricGuitar,,0.599
610,2:ElectricGuitar,18:Viola,+,0.998
611,2:ElectricGuitar,5:Violin,+,0.899
612,2:ElectricGuitar,5:Violin,+,0.799
613,2:ElectricGuitar,5:Violin,+,0.999
614,2:ElectricGuitar,2:ElectricGuitar,,0.999
615,2:ElectricGuitar,2:ElectricGuitar,,0.999
616,2:ElectricGuitar,5:Violin,+,0.699
617,2:ElectricGuitar,5:Violin,+,0.899
618,2:ElectricGuitar,18:Viola,+,0.898
619,2:ElectricGuitar,2:ElectricGuitar,,0.998
620,2:ElectricGuitar,2:ElectricGuitar,,0.998
621,2:ElectricGuitar,5:Violin,+,0.999
622,2:ElectricGuitar,18:Viola,+,0.699
623,2:ElectricGuitar,5:Violin,+,0.999
624,21:AcousticBass,5:Violin,+,0.999
625,21:AcousticBass,21:AcousticBass,,0.998
626,21:AcousticBass,5:Violin,+,0.999
627,21:AcousticBass,21:AcousticBass,,0.799
628,21:AcousticBass,5:Violin,+,0.999
629,21:AcousticBass,5:Violin,+,0.999
630,21:AcousticBass,21:AcousticBass,,0.998
631,21:AcousticBass,21:AcousticBass,,0.998
632,21:AcousticBass,5:Violin,+,0.998
633,21:AcousticBass,5:Violin,+,0.998
634,21:AcousticBass,5:Violin,+,0.999
635,21:AcousticBass,21:AcousticBass,,0.998
636,21:AcousticBass,5:Violin,+,0.999
637,21:AcousticBass,21:AcousticBass,,0.998
638,21:AcousticBass,5:Violin,+,0.999
639,21:AcousticBass,21:AcousticBass,,0.599
640,21:AcousticBass,21:AcousticBass,,0.998
641,21:AcousticBass,5:Violin,+,0.999
642,21:AcousticBass,21:AcousticBass,,0.998
643,21:AcousticBass,5:Violin,+,0.999
644,21:AcousticBass,5:Violin,+,0.999
645,21:AcousticBass,5:Violin,+,0.998
646,21:AcousticBass,5:Violin,+,0.999
647,21:AcousticBass,21:AcousticBass,,0.998
648,21:AcousticBass,21:AcousticBass,,0.998
649,21:AcousticBass,21:AcousticBass,,0.998
650,21:AcousticBass,21:AcousticBass,,0.998
651,21:AcousticBass,5:Violin,+,0.599
652,21:AcousticBass,5:Violin,+,0.999
653,21:AcousticBass,5:Violin,+,0.999
654,21:AcousticBass,5:Violin,+,0.999
655,21:AcousticBass,5:Violin,+,0.999
656,21:AcousticBass,5:Violin,+,0.999
657,21:AcousticBass,5:Violin,+,0.998
658,21:AcousticBass,21:AcousticBass,,0.998
659,21:AcousticBass,5:Violin,+,0.999
660,21:AcousticBass,5:Violin,+,0.999
661,21:AcousticBass,5:Violin,+,0.999
662,21:AcousticBass,5:Violin,+,0.999
663,21:AcousticBass,21:AcousticBass,,0.998
664,21:AcousticBass,5:Violin,+,0.999
665,21:AcousticBass,21:AcousticBass,,0.899
666,21:AcousticBass,21:AcousticBass,,0.998
667,21:AcousticBass,5:Violin,+,0.998
668,21:AcousticBass,5:Violin,+,0.999
669,21:AcousticBass,5:Violin,+,0.999
670,21:AcousticBass,21:AcousticBass,,0.998
671,21:AcousticBass,21:AcousticBass,,0.899
672,21:AcousticBass,5:Violin,+,0.998
673,21:AcousticBass,5:Violin,+,0.998
674,21:AcousticBass,21:AcousticBass,,0.998
675,21:AcousticBass,5:Violin,+,0.999
676,21:AcousticBass,5:Violin,+,0.999
677,21:AcousticBass,21:AcousticBass,,0.998
678,21:AcousticBass,21:AcousticBass,,0.999
679,21:AcousticBass,21:AcousticBass,,0.998
680,21:AcousticBass,5:Violin,+,0.999
681,21:AcousticBass,21:AcousticBass,,0.999
682,21:AcousticBass,5:Violin,+,0.999
683,21:AcousticBass,21:AcousticBass,,0.899
684,21:AcousticBass,5:Violin,+,0.998
685,21:AcousticBass,21:AcousticBass,,0.998
686,21:AcousticBass,5:Violin,+,0.998
687,21:AcousticBass,5:Violin,+,0.999
688,21:AcousticBass,5:Violin,+,0.999
689,21:AcousticBass,5:Violin,+,0.999
690,21:AcousticBass,5:Violin,+,0.998
691,21:AcousticBass,5:Violin,+,0.998
692,21:AcousticBass,5:Violin,+,0.999
693,21:AcousticBass,5:Violin,+,0.998
694,21:AcousticBass,5:Violin,+,0.999
695,21:AcousticBass,21:AcousticBass,,0.998
696,21:AcousticBass,21:AcousticBass,,0.998
697,21:AcousticBass,5:Violin,+,0.998
698,21:AcousticBass,21:AcousticBass,,0.998
699,21:AcousticBass,5:Violin,+,0.999
700,21:AcousticBass,5:Violin,+,0.999
701,21:AcousticBass,21:AcousticBass,,0.998
702,21:AcousticBass,5:Violin,+,0.998
703,21:AcousticBass,5:Violin,+,0.799
704,7:B-flatclarinet,7:B-flatclarinet,,0.998
705,7:B-flatclarinet,7:B-flatclarinet,,0.998
706,7:B-flatclarinet,7:B-flatclarinet,,0.998
707,7:B-flatclarinet,7:B-flatclarinet,,0.999
708,7:B-flatclarinet,7:B-flatclarinet,,0.998
709,7:B-flatclarinet,7:B-flatclarinet,,0.998
710,7:B-flatclarinet,7:B-flatclarinet,,0.998
711,7:B-flatclarinet,7:B-flatclarinet,,0.998
712,7:B-flatclarinet,7:B-flatclarinet,,0.998
713,7:B-flatclarinet,7:B-flatclarinet,,0.998
714,7:B-flatclarinet,7:B-flatclarinet,,0.998
715,7:B-flatclarinet,7:B-flatclarinet,,0.998
716,7:B-flatclarinet,7:B-flatclarinet,,0.998
717,7:B-flatclarinet,7:B-flatclarinet,,0.999
718,7:B-flatclarinet,7:B-flatclarinet,,0.998
719,7:B-flatclarinet,7:B-flatclarinet,,0.999
720,7:B-flatclarinet,7:B-flatclarinet,,0.998
721,7:B-flatclarinet,7:B-flatclarinet,,0.998
722,7:B-flatclarinet,7:B-flatclarinet,,0.998
723,7:B-flatclarinet,7:B-flatclarinet,,0.998
724,7:B-flatclarinet,7:B-flatclarinet,,0.999
725,7:B-flatclarinet,7:B-flatclarinet,,0.998
726,7:B-flatclarinet,7:B-flatclarinet,,0.998
727,7:B-flatclarinet,7:B-flatclarinet,,0.998
728,7:B-flatclarinet,7:B-flatclarinet,,0.998
729,7:B-flatclarinet,7:B-flatclarinet,,0.998
730,7:B-flatclarinet,7:B-flatclarinet,,0.998
731,7:B-flatclarinet,7:B-flatclarinet,,0.998
732,7:B-flatclarinet,7:B-flatclarinet,,0.999
733,7:B-flatclarinet,7:B-flatclarinet,,0.998
734,7:B-flatclarinet,7:B-flatclarinet,,0.998
735,7:B-flatclarinet,7:B-flatclarinet,,0.998
736,7:B-flatclarinet,7:B-flatclarinet,,0.998
737,7:B-flatclarinet,7:B-flatclarinet,,0.998
738,7:B-flatclarinet,7:B-flatclarinet,,0.999
739,7:B-flatclarinet,7:B-flatclarinet,,0.998
740,7:B-flatclarinet,7:B-flatclarinet,,0.998
741,7:B-flatclarinet,7:B-flatclarinet,,0.998
742,7:B-flatclarinet,7:B-flatclarinet,,0.998
743,7:B-flatclarinet,7:B-flatclarinet,,0.998
744,7:B-flatclarinet,7:B-flatclarinet,,0.998
745,7:B-flatclarinet,7:B-flatclarinet,,0.998
746,7:B-flatclarinet,7:B-flatclarinet,,0.998
747,7:B-flatclarinet,7:B-flatclarinet,,0.999
748,7:B-flatclarinet,7:B-flatclarinet,,0.998
749,7:B-flatclarinet,7:B-flatclarinet,,0.998
750,7:B-flatclarinet,7:B-flatclarinet,,0.998
751,7:B-flatclarinet,7:B-flatclarinet,,0.998
752,7:B-flatclarinet,7:B-flatclarinet,,0.998
753,7:B-flatclarinet,7:B-flatclarinet,,0.998
754,7:B-flatclarinet,7:B-flatclarinet,,0.998
755,7:B-flatclarinet,7:B-flatclarinet,,0.998
756,7:B-flatclarinet,7:B-flatclarinet,,0.998
757,7:B-flatclarinet,7:B-flatclarinet,,0.998
758,7:B-flatclarinet,7:B-flatclarinet,,0.998
759,7:B-flatclarinet,19:BassSaxophone,+,0.699
760,7:B-flatclarinet,7:B-flatclarinet,,0.998
761,7:B-flatclarinet,7:B-flatclarinet,,0.998
762,7:B-flatclarinet,7:B-flatclarinet,,0.998
763,7:B-flatclarinet,7:B-flatclarinet,,0.998
764,7:B-flatclarinet,7:B-flatclarinet,,0.998
765,7:B-flatclarinet,7:B-flatclarinet,,0.998
766,7:B-flatclarinet,7:B-flatclarinet,,0.998
767,7:B-flatclarinet,7:B-flatclarinet,,0.998
768,7:B-flatclarinet,7:B-flatclarinet,,0.998
769,7:B-flatclarinet,7:B-flatclarinet,,0.998
770,7:B-flatclarinet,7:B-flatclarinet,,0.998
771,7:B-flatclarinet,7:B-flatclarinet,,0.998
772,7:B-flatclarinet,7:B-flatclarinet,,0.998
773,7:B-flatclarinet,7:B-flatclarinet,,0.998
774,7:B-flatclarinet,7:B-flatclarinet,,0.998
775,7:B-flatclarinet,7:B-flatclarinet,,0.999
776,7:B-flatclarinet,7:B-flatclarinet,,0.998
777,7:B-flatclarinet,7:B-flatclarinet,,0.998
778,7:B-flatclarinet,7:B-flatclarinet,,0.998
779,7:B-flatclarinet,7:B-flatclarinet,,0.998
780,7:B-flatclarinet,7:B-flatclarinet,,0.998
781,7:B-flatclarinet,7:B-flatclarinet,,0.998
782,7:B-flatclarinet,7:B-flatclarinet,,0.998
783,7:B-flatclarinet,7:B-flatclarinet,,0.998
784,7:B-flatclarinet,7:B-flatclarinet,,0.998
785,7:B-flatclarinet,7:B-flatclarinet,,0.998
786,7:B-flatclarinet,7:B-flatclarinet,,0.998
787,7:B-flatclarinet,7:B-flatclarinet,,0.998
788,7:B-flatclarinet,7:B-flatclarinet,,0.998
789,7:B-flatclarinet,7:B-flatclarinet,,0.998
790,7:B-flatclarinet,7:B-flatclarinet,,0.998
791,7:B-flatclarinet,7:B-flatclarinet,,0.998
792,7:B-flatclarinet,7:B-flatclarinet,,0.998
793,7:B-flatclarinet,7:B-flatclarinet,,0.998
794,7:B-flatclarinet,7:B-flatclarinet,,0.998
795,7:B-flatclarinet,7:B-flatclarinet,,0.998
796,7:B-flatclarinet,7:B-flatclarinet,,0.998
797,7:B-flatclarinet,7:B-flatclarinet,,0.999
798,7:B-flatclarinet,7:B-flatclarinet,,0.998
799,7:B-flatclarinet,7:B-flatclarinet,,0.998
800,7:B-flatclarinet,7:B-flatclarinet,,0.998
801,7:B-flatclarinet,7:B-flatclarinet,,0.998
802,7:B-flatclarinet,7:B-flatclarinet,,0.998
803,7:B-flatclarinet,7:B-flatclarinet,,0.998
804,7:B-flatclarinet,7:B-flatclarinet,,0.998
805,7:B-flatclarinet,7:B-flatclarinet,,0.998
806,7:B-flatclarinet,7:B-flatclarinet,,0.998
807,7:B-flatclarinet,7:B-flatclarinet,,0.998
808,7:B-flatclarinet,7:B-flatclarinet,,0.998
809,7:B-flatclarinet,7:B-flatclarinet,,0.998
810,7:B-flatclarinet,7:B-flatclarinet,,0.998
811,7:B-flatclarinet,7:B-flatclarinet,,0.999
812,7:B-flatclarinet,7:B-flatclarinet,,0.998
813,7:B-flatclarinet,7:B-flatclarinet,,0.998
814,7:B-flatclarinet,7:B-flatclarinet,,0.998
815,7:B-flatclarinet,7:B-flatclarinet,,0.998
816,7:B-flatclarinet,7:B-flatclarinet,,0.998
817,7:B-flatclarinet,7:B-flatclarinet,,0.998
818,7:B-flatclarinet,7:B-flatclarinet,,0.998
819,7:B-flatclarinet,7:B-flatclarinet,,0.998
820,7:B-flatclarinet,7:B-flatclarinet,,0.998
821,7:B-flatclarinet,7:B-flatclarinet,,0.998
822,7:B-flatclarinet,7:B-flatclarinet,,0.998
823,7:B-flatclarinet,7:B-flatclarinet,,0.998
824,7:B-flatclarinet,7:B-flatclarinet,,0.998
825,7:B-flatclarinet,7:B-flatclarinet,,0.998
826,7:B-flatclarinet,7:B-flatclarinet,,0.998
827,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.499
828,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
829,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
830,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.599
831,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
832,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
833,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
834,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
835,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
836,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
837,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.699
838,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.898
839,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
840,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
841,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
842,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
843,17:BaritoneSaxophone,6:CTrumpet,+,0.699
844,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.499
845,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
846,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
847,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
848,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
849,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.898
850,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
851,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
852,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
853,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
854,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
855,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
856,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.999
857,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
858,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
859,17:BaritoneSaxophone,6:CTrumpet,+,0.599
860,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
861,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
862,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
863,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
864,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
865,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
866,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
867,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.999
868,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
869,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
870,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
871,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
872,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
873,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.999
874,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
875,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
876,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.799
877,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
878,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
879,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
880,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.899
881,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
882,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
883,17:BaritoneSaxophone,19:BassSaxophone,+,0.998
884,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.999
885,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
886,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.999
887,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
888,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
889,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.999
890,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
891,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
892,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
893,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
894,17:BaritoneSaxophone,19:BassSaxophone,+,0.499
895,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
896,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
897,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
898,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
899,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
900,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
901,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
902,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.898
903,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
904,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
905,17:BaritoneSaxophone,6:CTrumpet,+,0.699
906,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
907,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
908,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
909,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
910,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
911,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
912,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.899
913,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
914,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
915,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
916,17:BaritoneSaxophone,19:BassSaxophone,+,0.798
917,17:BaritoneSaxophone,6:CTrumpet,+,0.799
918,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
919,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
920,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
921,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
922,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
923,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
924,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
925,17:BaritoneSaxophone,19:BassSaxophone,+,0.599
926,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
927,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
928,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
929,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.798
930,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
931,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
932,17:BaritoneSaxophone,17:BaritoneSaxophone,,0.998
933,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.599
934,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.898
935,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
936,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
937,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
938,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
939,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.699
940,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
941,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
942,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.999
943,12:B-FlatTrumpet,1:TenorSaxophone,+,0.699
944,12:B-FlatTrumpet,1:TenorSaxophone,+,0.898
945,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.899
946,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.898
947,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.899
948,12:B-FlatTrumpet,20:Tuba,+,0.798
949,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
950,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
951,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.898
952,12:B-FlatTrumpet,1:TenorSaxophone,+,0.499
953,12:B-FlatTrumpet,1:TenorSaxophone,+,0.898
954,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
955,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
956,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
957,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
958,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
959,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
960,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
961,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.999
962,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.999
963,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.999
964,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
965,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
966,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.999
967,12:B-FlatTrumpet,1:TenorSaxophone,+,0.799
968,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
969,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
970,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
971,12:B-FlatTrumpet,1:TenorSaxophone,+,0.599
972,12:B-FlatTrumpet,6:CTrumpet,+,0.699
973,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.999
974,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
975,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
976,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.599
977,12:B-FlatTrumpet,1:TenorSaxophone,+,0.599
978,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
979,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
980,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
981,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
982,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
983,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
984,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
985,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.999
986,12:B-FlatTrumpet,1:TenorSaxophone,+,0.699
987,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
988,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
989,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
990,12:B-FlatTrumpet,1:TenorSaxophone,+,0.499
991,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.799
992,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
993,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.699
994,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
995,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.499
996,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
997,12:B-FlatTrumpet,1:TenorSaxophone,+,0.699
998,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
999,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.898
1000,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.999
1001,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
1002,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
1003,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
1004,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
1005,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
1006,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
1007,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
1008,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.999
1009,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
1010,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.998
1011,12:B-FlatTrumpet,12:B-FlatTrumpet,,0.898
1012,13:Marimba,13:Marimba,,0.998
1013,13:Marimba,16:Vibraphone,+,0.699
1014,13:Marimba,13:Marimba,,0.998
1015,13:Marimba,16:Vibraphone,+,0.998
1016,13:Marimba,16:Vibraphone,+,0.998
1017,13:Marimba,16:Vibraphone,+,0.699
1018,13:Marimba,16:Vibraphone,+,0.998
1019,13:Marimba,16:Vibraphone,+,0.898
1020,13:Marimba,16:Vibraphone,+,0.998
1021,13:Marimba,13:Marimba,,0.998
1022,13:Marimba,16:Vibraphone,+,0.998
1023,13:Marimba,13:Marimba,,0.998
1024,13:Marimba,16:Vibraphone,+,0.998
1025,13:Marimba,16:Vibraphone,+,0.998
1026,13:Marimba,13:Marimba,,0.998
1027,13:Marimba,13:Marimba,,0.998
1028,13:Marimba,16:Vibraphone,+,0.998
1029,13:Marimba,16:Vibraphone,+,0.998
1030,13:Marimba,16:Vibraphone,+,0.499
1031,13:Marimba,16:Vibraphone,+,0.998
1032,13:Marimba,16:Vibraphone,+,0.998
1033,13:Marimba,16:Vibraphone,+,0.998
1034,13:Marimba,16:Vibraphone,+,0.798
1035,13:Marimba,16:Vibraphone,+,0.998
1036,13:Marimba,13:Marimba,,0.998
1037,13:Marimba,16:Vibraphone,+,0.898
1038,13:Marimba,16:Vibraphone,+,0.998
1039,13:Marimba,13:Marimba,,0.998
1040,13:Marimba,13:Marimba,,0.998
1041,13:Marimba,16:Vibraphone,+,0.898
1042,13:Marimba,16:Vibraphone,+,0.998
1043,13:Marimba,16:Vibraphone,+,0.998
1044,13:Marimba,16:Vibraphone,+,0.998
1045,13:Marimba,13:Marimba,,0.999
1046,13:Marimba,16:Vibraphone,+,0.998
1047,13:Marimba,16:Vibraphone,+,0.998
1048,13:Marimba,13:Marimba,,0.999
1049,13:Marimba,16:Vibraphone,+,0.998
1050,13:Marimba,13:Marimba,,0.599
1051,13:Marimba,16:Vibraphone,+,0.998
1052,13:Marimba,16:Vibraphone,+,0.998
1053,13:Marimba,16:Vibraphone,+,0.699
1054,13:Marimba,13:Marimba,,0.799
1055,13:Marimba,13:Marimba,,0.998
1056,13:Marimba,16:Vibraphone,+,0.799
1057,13:Marimba,16:Vibraphone,+,0.998
1058,13:Marimba,13:Marimba,,0.998
1059,13:Marimba,16:Vibraphone,+,0.998
1060,13:Marimba,13:Marimba,,0.999
1061,13:Marimba,13:Marimba,,0.998
1062,13:Marimba,13:Marimba,,0.798
1063,13:Marimba,16:Vibraphone,+,0.998
1064,13:Marimba,13:Marimba,,0.499
1065,13:Marimba,16:Vibraphone,+,0.998
1066,13:Marimba,13:Marimba,,0.999
1067,13:Marimba,13:Marimba,,0.898
1068,13:Marimba,16:Vibraphone,+,0.998
1069,13:Marimba,13:Marimba,,0.998
1070,13:Marimba,16:Vibraphone,+,0.998
1071,13:Marimba,16:Vibraphone,+,0.699
1072,13:Marimba,13:Marimba,,0.998
1073,13:Marimba,13:Marimba,,0.998
1074,13:Marimba,16:Vibraphone,+,0.998
1075,13:Marimba,16:Vibraphone,+,0.998
1076,13:Marimba,13:Marimba,,0.599
1077,13:Marimba,16:Vibraphone,+,0.799
1078,13:Marimba,13:Marimba,,0.998
1079,13:Marimba,16:Vibraphone,+,0.998
1080,13:Marimba,16:Vibraphone,+,0.998
1081,13:Marimba,16:Vibraphone,+,0.699
1082,13:Marimba,16:Vibraphone,+,0.998
1083,13:Marimba,13:Marimba,,0.998
1084,13:Marimba,13:Marimba,,0.998
